500,3,6
501,10,10
502,12,12
503,7,7
504,2,2
505,8,8
506,5,5
507,4,4
508,14,14
509,9,9
510,20,19
511,21,21
512,3,6
513,10,10
514,12,12
515,7,7
516,2,2
517,8,8
518,5,5
519,4,4
520,14,14
521,9,9
522,19,19
523,21,21
524,6,6
525,11,11
526,12,12
527,7,7
528,2,2
529,8,8
530,5,5
531,4,4
532,14,14
533,9,9
534,20,19
535,21,21
536,6,6
537,11,11
538,12,12
539,7,7
540,18,2
541,15,15
542,7,7
543,2,2
544,8,8
545,5,5
546,4,4
547,16,14
548,13,13
549,12,12
550,7,7
551,2,2
552,8,8
553,5,5
554,4,4
555,16,14
556,13,13
557,12,12
558,7,7
559,8,2
560,5,2
561,2,2
562,4,4
563,16,14
564,13,13
565,12,12
566,7,7
567,8,2
568,2,2
569,5,5
570,4,4
571,16,14
572,13,13
573,12,12
574,7,7
575,8,2
576,5,2
577,2,2
578,4,4
579,14,14
580,9,9
581,20,19
582,21,21
583,3,6
584,10,10
585,12,12
586,7,7
587,2,2
588,8,8
589,5,5
590,4,4
591,14,14
592,9,9
593,20,19
594,21,21
595,6,6
596,11,11
597,12,12
598,7,7
599,8,2
600,2,2
601,5,5
602,4,4
603,16,14
604,13,13
605,12,12
606,7,7
607,8,2
608,5,2
609,2,2
610,4,4
611,14,14
612,9,9
613,19,19
614,21,21
615,6,6
616,11,11
617,12,12
618,7,7
619,2,2
620,8,8
621,5,5
622,4,4
623,14,14
624,9,9
625,20,19
626,21,21
627,6,6
628,11,11
629,12,12
630,7,7
631,8,2
632,5,2
633,2,2
634,4,4
635,16,14
636,13,13
637,12,12
638,7,7
639,8,2
640,2,2
641,5,5
642,4,4
643,16,14
644,13,13
645,12,12
646,7,7
647,2,2
648,8,8
649,5,5
650,4,4
651,14,14
652,9,9
653,19,19
654,21,21
655,6,6
656,11,11
657,12,12
658,7,7
659,2,2
660,8,8
661,5,5
662,4,4
663,14,14
664,9,9
665,20,19
666,21,21
667,3,6
668,10,10
669,12,12
670,7,7
671,2,2
672,8,8
673,5,5
674,4,4
675,16,14
676,13,13
677,12,12
678,7,7
679,8,2
680,2,2
681,5,5
682,4,4
683,14,14
684,9,9
685,19,19
686,21,21
687,3,6
688,10,10
689,12,12
690,7,7
691,8,2
692,5,2
693,2,2
694,4,4
695,16,14
696,13,13
697,12,12
698,7,7
699,2,2
700,8,8
701,5,5
702,4,4
703,16,14
704,13,13
705,12,12
706,7,7
707,8,2
708,5,2
709,2,2
710,4,4
711,14,14
712,9,9
713,20,19
714,21,21
