500,19,19
501,26,30
502,19,19
503,30,26
504,2,2
505,41,41
506,2,44
507,41,13
508,44,44
509,44,17
510,13,24
511,4,18
512,17,17
513,32,24
514,24,43
515,17,17
516,24,32
517,2,11
518,41,41
519,44,44
520,31,17
521,40,9
522,40,11
523,40,11
524,11,24
525,1,1
526,37,37
527,7,7
528,14,14
529,6,6
530,33,33
531,19,19
532,30,26
533,2,2
534,41,41
535,44,44
536,13,13
537,4,4
538,17,17
539,32,32
540,24,24
541,17,17
542,24,24
543,11,11
544,9,9
545,22,22
546,38,38
547,43,43
548,29,29
549,15,15
550,5,5
551,18,18
552,35,35
553,25,25
554,18,18
555,25,25
556,12,12
557,9,9
558,22,22
559,38,38
560,29,29
561,22,22
562,29,29
563,22,22
564,29,29
565,22,22
566,29,29
567,22,22
568,15,15
569,5,5
570,18,18
571,35,35
572,25,25
573,18,18
574,25,25
575,12,18
576,9,9
577,22,22
578,38,38
579,29,29
580,22,22
581,39,29
582,36,22
583,15,15
584,1,1
585,37,37
586,7,7
587,14,14
588,6,6
589,33,33
590,19,19
591,26,26
592,19,19
593,26,30
594,19,19
595,30,26
596,2,2
597,41,41
598,44,44
599,13,13
600,4,4
601,17,17
602,32,32
603,24,24
604,17,17
605,24,24
606,31,11
607,40,40
608,11,11
609,1,1
610,37,37
611,7,7
612,20,14
613,14,6
614,6,6
615,19,19
616,33,30
617,26,26
618,19,19
619,19,26
620,30,19
621,2,2
622,41,41
623,44,44
624,13,13
625,4,4
626,17,17
627,32,32
628,24,24
629,17,17
630,24,24
631,11,11
632,9,9
633,22,22
634,38,38
635,43,43
636,29,29
637,22,15
638,29,29
639,22,22
640,29,29
641,22,22
642,29,29
643,22,22
644,34,29
645,42,18
646,15,15
647,1,1
648,37,37
649,7,7
650,14,14
651,6,6
652,33,33
653,19,19
654,26,26
655,19,19
656,26,30
657,19,19
658,30,26
659,2,2
660,41,41
661,44,44
662,13,13
663,4,4
664,17,17
665,32,32
666,24,24
667,17,17
668,24,24
669,31,11
670,40,40
671,11,11
672,1,1
673,37,37
674,7,7
675,14,14
676,6,6
677,33,33
678,19,19
679,26,26
680,30,19
681,2,2
682,41,41
683,44,44
684,13,13
685,4,4
686,17,17
687,32,32
688,24,24
689,17,17
690,24,24
691,31,11
692,40,40
693,11,11
694,1,1
695,37,37
696,7,7
697,14,14
698,6,6
699,33,33
700,19,19
701,30,26
702,2,2
703,41,41
704,44,44
705,13,13
706,4,4
707,17,17
708,32,32
709,24,24
710,17,17
711,24,24
712,11,11
713,9,9
714,22,22
715,38,38
716,43,43
717,29,29
718,39,15
719,36,29
720,15,15
721,1,1
722,37,37
723,7,7
724,14,14
725,6,6
726,33,33
727,19,19
728,26,26
729,19,19
730,26,30
731,30,19
732,2,2
733,41,41
734,44,44
735,13,13
736,4,4
737,17,17
738,32,32
739,24,24
740,17,17
741,24,24
742,11,11
743,9,9
744,22,22
745,38,38
746,43,43
747,29,29
748,22,15
749,29,29
750,15,22
751,5,5
752,18,18
753,35,35
754,25,25
755,18,18
756,25,25
757,18,18
758,25,25
759,39,12
760,36,9
761,12,12
762,1,1
763,37,37
764,7,7
765,14,14
766,6,6
767,33,33
768,19,19
769,30,26
770,2,2
771,41,41
772,2,44
773,41,13
774,44,44
775,44,17
776,13,9
777,4,25
778,17,17
779,32,24
780,24,43
781,17,17
782,24,32
783,11,11
784,9,9
785,22,22
786,38,38
787,43,43
788,29,29
789,15,15
790,5,5
791,18,18
792,35,35
793,25,25
794,18,18
795,25,25
796,39,12
797,36,9
798,12,12
799,40,40
800,1,1
801,37,37
802,7,7
803,20,14
804,14,6
805,6,6
806,19,19
807,33,30
808,26,26
809,19,19
810,26,26
811,19,19
812,26,26
813,19,19
814,26,26
815,19,19
816,30,26
817,2,2
818,41,41
819,2,44
820,41,13
821,44,44
822,44,17
823,13,24
824,4,18
825,17,17
826,32,24
827,24,43
828,17,17
829,24,32
830,2,11
831,41,41
832,44,44
833,11,17
834,9,9
835,22,22
836,38,11
