500,36,35
501,39,39
502,11,11
503,20,20
504,25,25
505,16,16
506,4,4
507,17,17
508,10,10
509,9,9
510,28,28
511,18,18
512,38,37
513,40,40
514,12,4
515,24,24
516,25,25
517,16,16
518,4,4
519,17,17
520,10,10
521,9,9
522,28,28
523,18,18
524,38,37
525,40,40
526,12,4
527,24,24
528,21,21
529,13,13
530,3,3
531,14,14
532,8,8
533,7,7
534,31,27
535,22,22
536,25,25
537,16,16
538,4,4
539,17,17
540,10,10
541,9,9
542,32,32
543,26,26
544,25,25
545,16,16
546,4,4
547,17,17
548,10,10
549,9,9
550,32,32
551,26,26
552,21,21
553,13,13
554,14,3
555,3,3
556,8,8
557,7,7
558,27,27
559,15,15
560,36,35
561,39,39
562,11,11
563,20,4
564,25,25
565,16,16
566,17,4
567,4,10
568,10,10
569,9,9
570,28,28
571,18,18
572,38,37
573,40,40
574,12,12
575,24,24
576,25,25
577,16,16
578,17,4
579,4,10
580,10,10
581,9,9
582,28,28
583,18,18
584,38,37
585,40,40
586,12,12
587,24,24
588,21,21
589,13,13
590,33,3
591,29,14
592,13,8
593,14,7
594,8,31
595,3,40
596,7,15
597,31,15
598,22,25
599,25,25
600,16,16
601,34,17
602,30,10
603,16,4
604,17,9
605,10,4
606,4,18
607,9,25
608,32,10
609,26,9
610,25,23
611,16,16
612,34,4
613,30,17
614,16,10
615,17,9
616,10,32
617,4,17
618,9,25
619,32,10
620,26,9
621,21,21
622,13,13
623,14,3
624,3,3
625,8,8
626,7,7
627,27,27
628,15,15
629,36,35
630,39,39
631,11,11
632,20,4
633,25,25
634,16,16
635,17,4
636,4,10
637,10,10
638,9,9
639,28,28
640,18,18
641,38,37
642,40,40
643,12,12
644,24,24
645,25,25
646,16,16
647,17,4
648,4,10
649,10,10
650,9,9
651,28,28
652,18,18
653,38,37
654,40,40
655,12,12
656,24,24
657,21,21
658,13,13
659,3,3
660,14,14
661,8,8
662,7,7
663,27,27
664,15,15
665,35,35
666,39,39
667,11,11
668,20,20
669,25,25
670,16,16
671,4,4
672,17,17
673,10,10
674,9,9
675,28,28
676,18,18
677,37,37
678,40,40
679,12,12
680,24,24
681,25,25
682,16,16
683,4,4
684,17,17
685,10,10
686,9,9
687,28,28
688,18,18
689,37,37
690,40,40
691,12,12
692,24,24
693,21,21
694,13,13
695,33,3
696,29,14
697,13,8
698,33,7
699,29,31
700,13,10
701,3,15
702,14,4
703,8,17
704,7,15
705,27,24
706,15,15
707,36,25
708,39,16
709,11,4
710,20,20
711,25,25
712,16,16
713,34,4
714,30,17
715,16,10
716,34,10
717,30,28
718,16,18
719,4,10
720,17,10
721,10,10
722,9,9
723,28,28
724,18,17
725,38,37
726,40,40
727,12,4
728,24,24
729,25,25
730,16,16
731,34,4
732,30,10
733,16,10
734,34,9
735,30,25
736,16,18
737,4,10
738,17,10
739,10,10
740,9,9
741,28,28
742,18,17
743,38,37
744,40,40
745,12,4
746,24,24
747,21,21
748,13,13
749,14,3
750,8,3
751,3,3
752,7,7
753,31,27
754,22,22
755,25,25
756,16,16
757,17,17
758,10,10
759,4,4
760,9,9
761,32,32
762,26,26
763,25,25
764,16,16
765,17,17
766,10,10
767,4,4
768,9,9
769,32,32
770,26,26
771,21,21
772,13,13
773,3,3
774,14,14
775,8,8
776,7,7
777,27,27
778,15,15
779,35,35
780,39,39
781,5,11
782,19,19
783,25,25
784,16,16
785,4,4
786,17,17
787,10,10
788,9,9
789,28,28
790,18,18
791,37,37
792,40,40
793,6,12
794,23,23
795,25,25
796,16,16
797,4,4
798,17,17
799,10,10
800,9,9
801,28,28
802,18,18
803,37,37
804,40,40
805,6,12
806,23,23
807,21,21
808,13,13
809,33,3
810,29,14
811,13,8
812,3,7
813,14,31
814,8,4
815,7,15
816,31,39
817,22,21
818,25,25
819,16,16
820,34,4
821,30,17
822,16,10
823,4,9
824,17,32
825,10,4
826,9,25
827,32,10
828,26,4
829,25,40
830,16,16
831,34,4
832,30,17
833,16,10
834,4,9
835,17,32
836,10,10
837,9,25
838,32,9
839,26,4
840,21,21
841,13,13
842,33,3
843,29,14
844,13,8
845,3,7
846,14,31
847,8,4
848,7,15
849,27,39
850,15,15
851,35,25
852,39,39
853,11,4
854,20,20
855,25,25
856,16,16
857,34,4
858,30,17
859,16,10
860,4,9
861,17,28
862,10,18
863,9,25
864,28,9
865,18,17
866,37,37
867,40,40
868,12,12
869,24,24
870,25,25
871,16,16
872,34,4
873,30,4
874,16,10
875,4,9
876,17,25
877,10,18
878,9,25
879,28,28
880,18,17
881,37,37
882,40,40
883,12,12
884,24,24
885,21,21
886,13,13
887,3,3
888,14,14
889,8,8
890,7,7
891,31,27
892,22,22
893,25,25
894,16,16
895,4,4
896,17,17
897,10,10
898,9,9
899,32,32
900,26,26
901,25,25
902,16,16
903,4,4
904,17,17
905,10,10
906,9,9
907,32,32
908,26,26
909,21,21
910,13,13
911,14,3
912,3,3
913,8,8
914,7,7
915,31,27
916,22,22
917,25,25
918,16,16
919,17,17
920,4,4
921,10,10
922,9,9
923,32,32
924,26,26
925,25,25
926,16,16
927,17,17
928,4,4
929,10,10
930,9,9
931,32,32
932,26,26
933,21,21
934,13,13
935,3,3
936,14,14
937,8,8
938,7,7
939,27,27
940,15,15
941,35,35
942,39,39
943,11,11
944,20,20
945,25,25
946,16,16
947,4,4
948,17,17
949,10,10
950,9,9
951,28,28
952,18,18
953,37,37
954,40,40
955,12,12
956,24,24
957,25,25
958,16,16
959,4,4
960,17,17
961,10,10
962,9,9
963,28,28
964,18,18
965,37,37
966,40,40
967,12,12
968,24,24
969,21,21
970,13,13
971,14,3
972,8,3
973,3,3
974,7,7
975,31,27
976,22,22
977,25,25
978,16,16
979,17,17
980,10,10
981,4,4
982,9,9
983,32,32
984,26,26
985,25,25
986,16,16
987,17,17
